Genotype,height,R8,yield
DS11-11075,98.6483333333333,31.3333333333333,3457.57666666667
DS11-11077,89.4141666666667,32.75,3868.22
DS11-11078,122.25875,37.125,3842.2875
DS11-11080,79.4658333333333,26.5833333333333,3600.48916666667
DS11-11081,95.3183333333333,30.1666666666667,3151.0825
DS11-11082,77.9966666666667,32.5,3976.485
DS11-11084,75.6166666666667,29.5,3610.11083333333
DS11-11085,89.2958333333333,29,3745.38333333333
DS11-11087,86.9625,32.0833333333333,3669.08916666667
DS11-11090,87.3883333333333,32.3333333333333,3717.67166666667
DS11-11091,91.7475,29,3483.57916666667
DS11-11093,87.3241666666667,27.75,3457.41
DS11-11095,85.5325,30.75,3924.30166666667
DS11-11097,87.0091666666667,30.4166666666667,3954.35583333333
DS11-11099,80.635,36.6666666666667,3834.98916666667
DS11-11101,79.8075,32.4166666666667,4149.87666666667
DS11-11104,79.2641666666667,28.1666666666667,3905.48583333333
DS11-11105,88.1733333333333,29.3333333333333,4166.89416666667
DS11-11107,96.0641666666667,32.75,4079.48083333333
DS11-11108,85.1216666666667,32.9166666666667,4014.845
DS11-11110,87.9075,32.25,4320.5625
DS11-11113,95.2591666666667,35.3333333333333,4262.64166666667
DS11-11114,83.485,32.9166666666667,4323.27583333333
DS11-11115,86.0491666666667,27.25,3555.28083333333
DS11-11116,83.165,30.75,3982.88666666667
DS11-11117,83.9563636363636,29.8181818181818,3699.45727272727
DS11-11119,79.2441666666667,31.75,4339.77916666667
DS11-11121,105.91875,35.25,4059.025
DS11-11122,78.1441666666667,35,3587.3775
DS11-11123,83.54625,32.5,4292.225
DS11-11124,96.5758333333333,34.8333333333333,3910.78333333333
DS11-11125,94.7411111111111,33.5555555555556,4098.48888888889
DS11-11126,78.5355555555555,34.2222222222222,3812.58888888889
DS11-11128,88.585,27.75,3605.8375
DS11-11129,100.046666666667,33.8888888888889,4054.82222222222
DS11-11133,119.881111111111,34.4444444444444,4038.23333333333
DS11-11134,74.27,31.2222222222222,3885.32222222222
DS11-11137,87.0455555555556,30.2222222222222,3753.53333333333
DS11-11139,87.7677777777778,30.5555555555556,3964.98888888889
DS11-11140,92.9655555555556,35.2222222222222,3961.41111111111
DS11-11141,96.7755555555556,31.7777777777778,4134.22222222222
DS11-11144,95.7122222222222,32.8888888888889,4228.7
DS11-11145,95.0688888888889,31.7777777777778,4134.17777777778
DS11-11147,97.1066666666667,29.7777777777778,3785.63333333333
DS11-11148,99.3944444444444,32.3333333333333,3789.63333333333
DS11-11149,92.0788888888889,33.5555555555556,4136.37777777778
DS11-11150,99.5222222222222,33.4444444444444,3884.2
DS11-11152,85.73,29.6666666666667,3847.91111111111
DS11-11154,95.3933333333333,34.6666666666667,4174.87777777778
DS11-11155,93.64,35.375,3811.2625
DS11-11156,104.96,34.3333333333333,4070.68888888889
DS11-11157,94.31875,34.25,4050.325
DS11-11158,103.043333333333,33.4444444444444,3937.28888888889
DS11-11159,105.186666666667,37.1111111111111,3874.15555555556
DS11-11163,89.1877777777778,28.4444444444444,3744.17777777778
DS11-11164,109.66625,35.5,3609.1875
DS11-11165,104.295,31,3862.5625
DS11-11166,93.3722222222222,29.4444444444444,3871.95555555556
DS11-11167,90.5433333333333,29.8888888888889,4052.63333333333
DS11-11177,95.5411111111111,32.2222222222222,4062.98888888889
DS11-11179,88.66,31.7777777777778,4012.73333333333
DS11-11183,105.074444444444,31.8888888888889,3936.66666666667
DS11-11184,100.85,32.125,4179.2125
DS11-11189,110.1825,35.125,4172.8625
DS11-11197,79.545,32.125,3956.1625
DS11-11199,93.17,29,3993.75714285714
DS11-11202,103.46375,37.875,4623.175
DS11-11215,93.9725,28.375,3968.0375
DS11-11217,93.76875,36,4259.825
DS11-11226,106.99,35.25,4380.8125
DS11-11230,78.96125,32.5,4192.7125
DS11-11232,73.96625,33.875,4456.3625
DS11-11233,101.55125,31.125,4312.075
DS11-11234,90.23625,34.5,4262.7125
DS11-11235,88.97375,30.25,4213.2
DS11-11237,97.50875,34.5,3965.8625
DS11-11244,91.42875,34.5,4185.7875
DS11-11247,82.64875,27.625,4291.2875
DS11-11250,94.29375,32.125,4228.9375
DS11-12001,84.168,21.3,3984.885
DS11-12002,92.24,20.8,3779.311
DS11-12003,93.858,23.4,4005.871
DS11-12004,98.392,22.7,4180.445
DS11-12005,101.682727272727,26.7272727272727,4008.14181818182
DS11-12006,84.177,21.6,4136.627
DS11-12008,77.942,21.4,3950.464
DS11-12009,87.2345454545455,24.0909090909091,3998.53909090909
DS11-12012,96.6354545454546,27.7272727272727,4522.34545454546
DS11-12013,90.2225,24.9,4014.508
DS11-12014,100.867,27.3,4021.015
DS11-12015,89.464,19.1,3623.468
DS11-12018,88.2145454545455,22.3636363636364,4218.96727272727
DS11-12019,98.448,23.5,4118.912
DS11-12020,88.5155555555556,23.5555555555556,4113.3
DS11-12022,99.94,24.6363636363636,4178.95
DS11-12023,84.839,24.9,4157.668
DS11-12025,93.634,23.5,3973.22
DS11-12027,88.415,22.9,3956.362
DS11-12028,93.2463636363636,25.5454545454545,4276.35909090909
DS11-12029,90.335,24.5,4140.895
DS11-12030,95.385,22.8,3708.655
DS11-12032,94.9833333333333,23.7777777777778,3735.55444444444
DS11-12033,83.539,19.8,4033.986
DS11-12034,84.992,19.1,3854.37
DS11-12035,84.6036363636364,24.3636363636364,4273.71454545455
DS11-12036,99.854,23.8,3954.416
DS11-12038,98.708,24.6,4015.822
DS11-12040,97.3572727272727,24.0909090909091,3919.84272727273
DS11-12041,88.1944444444444,21.4444444444444,4070.81888888889
DS11-12042,110.800909090909,30.2727272727273,3867.61272727273
DS11-12043,88.276,24.1,4085.211
DS11-12044,91.162,22.4,4032.04
DS11-12045,77.281,22,3799.378
DS11-12046,101.902727272727,26.6363636363636,4002.08090909091
DS11-12047,91.0345454545455,22.7272727272727,4028.42181818182
DS11-12048,93.3890909090909,24,4273.38818181818
DS11-12049,84.487,22.5,3926.205
DS11-12050,75.077,18.3,3208.657
DS11-12051,95.4909090909091,26.1818181818182,4019.72454545455
DS11-12052,91.8345454545454,26.0909090909091,4425.79545454545
DS11-12053,91.8827272727273,22.9090909090909,3966.05545454545
DS11-12054,87.166,22.7,4104.52
DS11-12056,88.3490909090909,23.2727272727273,3798.36
DS11-12057,84.15,21.1818181818182,4035.52090909091
DS11-12058,87.455,19.6,3911.275
DS11-12059,98.5254545454545,27.2727272727273,4515.01363636364
DS11-12062,95.9072727272727,27.4545454545455,4177.85727272727
DS11-12063,95.1581818181818,30.6363636363636,4441.31090909091
DS11-12065,89.0344444444444,18.1111111111111,3825.38
DS11-12066,83.787,23.9,3756.594
DS11-12068,86.1181818181818,21.0909090909091,3597.2
DS11-12069,76.25,22.3,3850.899
DS11-12070,94.0709090909091,24.1818181818182,4202.02181818182
DS11-12071,97.4536363636364,25.3636363636364,4255.58181818182
DS11-12072,85.7472727272727,28.6363636363636,4340.49
DS11-12073,81.959,23.1,4211.807
DS11-12074,84.579,18.1,3656.16
DS11-12075,88.646,25.3,4571.921
DS11-12076,100.469090909091,27.2727272727273,4264.81545454545
DS11-12077,77.8,20.2,3760.234
DS11-12078,99.1454545454545,25.5454545454545,3938.29090909091
DS11-12080,87.0036363636364,27.5454545454545,4241.42909090909
DS11-12081,83.7927272727273,25.3636363636364,4210.98545454545
DS11-12083,90.3363636363636,24.8181818181818,4099.32818181818
DS11-12084,86.944,23,4145.76
DS11-12085,89.4718181818182,24.7272727272727,4350.89909090909
DS11-12086,83.6877777777778,19.8888888888889,3769.76666666667
DS11-12104,81.8566666666667,21.8888888888889,3585.8
DS11-12105,88.98125,28.25,4220.725
DS11-12106,101.6475,29.25,4199.7875
DS11-12107,82.2577777777778,18.4444444444444,4169.32222222222
DS11-12108,97.35375,31.375,4974.9875
DS11-12110,85.1388888888889,20,4007.58888888889
DS11-12111,98.41375,30.25,4384.3875
DS11-12112,92.2,26.75,4601.2875
DS11-12113,85.0525,25,4500.525
DS11-12114,104.545,29.875,4276.2125
DS11-12115,94.3525,30.75,4436.125
DS11-12116,109.30375,30.875,4039.625
DS11-12118,93.80625,29.125,4385.3625
DS11-12119,82.9766666666667,25.2222222222222,4245.33333333333
DS11-12121,91.0166666666667,25.2222222222222,4115.54444444444
DS11-12122,94.3733333333333,23.4444444444444,4135.84444444444
DS11-12123,85.6277777777778,24.7777777777778,3863.3
DS11-12125,100.647777777778,23,3885.78888888889
DS11-12126,90.86375,32.5,4292.125
DS11-12127,101.12,33.75,4475.95
DS11-12129,92.9722222222222,27,4564.63333333333
DS11-12130,96.7033333333333,24.6666666666667,4167.86666666667
DS11-12132,74.5788888888889,25.1111111111111,3893.2
DS11-12136,85.5922222222222,25.5555555555556,4039.73333333333
DS11-12140,105.35,29.5,4376.625
DS11-12142,100.69125,27.75,4458.1875
DS11-12143,93.61,31,4481.55
DS11-12146,91.0288888888889,25.7777777777778,4277.06666666667
DS11-12148,95.01,25.2222222222222,3857.34444444444
DS11-12149,95.6133333333333,20.4444444444444,3811.55555555556
DS11-12150,77.3811111111111,20.4444444444444,3633.83333333333
DS11-12151,88.6144444444444,22.2222222222222,4017.11111111111
DS11-12153,93.145,27.125,3994.025
DS11-12157,98.18125,26.75,4328.2125
DS11-12158,90.8911111111111,26.6666666666667,3962.41111111111
DS11-12159,85.08625,28.125,4278.7
DS11-12160,93.8711111111111,26.3333333333333,4179.33333333333
DS11-12161,92.79375,28.75,4131.9625
DS11-12162,80.9055555555556,18.1111111111111,3089.51111111111
DS11-12164,91.8525,30.375,4180.6125
DS11-12165,95.35625,26,4202.2
DS11-12166,86.8185714285714,29.1428571428571,4119.9
DS11-12167,93.1675,26.375,4440.6125
DS11-12168,91.11875,23.375,3950.5875
DS11-12169,80.9677777777778,24,3954.35555555556
DS11-12170,89.305,24.75,4066.1875
DS11-12171,86.9175,27.25,3793.35
DS11-12172,82.8322222222222,21.8888888888889,3816.32222222222
DS11-12173,92.6425,30.125,4447.725
DS11-12174,80.2,24.2222222222222,4067.32222222222
DS11-12175,92.73125,27.5,4222.975
DS11-12176,95.63,24,3563.21111111111
DS11-12177,91.0888888888889,24,3914.06666666667
DS11-12178,90.4455555555556,21.8888888888889,3816.15555555556
DS11-12180,95.8233333333333,24.6666666666667,4035.8
DS11-12181,73.1711111111111,23.4444444444444,3865.68888888889
DS11-12183,90.93375,26.625,4028.85
DS11-12184,89.9075,26.25,3989.525
DS11-12185,101.6875,28.875,4597.7625
DS11-12187,107.47625,31.5,3811.9
DS11-12188,80.7811111111111,25.2222222222222,3828.81111111111
DS11-12189,86.8388888888889,26,3487.74444444444
DS11-12191,79.5366666666667,21.4444444444444,3658.6
DS11-12192,93.8388888888889,27.2222222222222,4208.03333333333
DS11-12193,100.8575,29.625,4436.0375
DS11-12194,93.28125,28.625,4545
DS11-12196,79.59,22.3333333333333,3808.33333333333
DS11-12197,104.5125,31.875,4598.6875
DS11-12201,93.4444444444444,25.7777777777778,4340.53333333333
DS11-12204,94.6944444444444,25.7777777777778,3716.04444444444
DS11-13003,97.6045454545455,29.5454545454545,4405.16818181818
DS11-13005,97.787,32,4474.289
DS11-13008,104.968181818182,29.2121212121212,4020.07454545455
DS11-13009,89.7372727272727,29.0909090909091,4228.31181818182
DS11-13010,90.5,26.6363636363636,4023.64
DS11-13012,99.4627272727273,35,4064.95
DS11-13013,97.2254545454546,34.5454545454545,4282.78181818182
DS11-13014,92.8736363636364,28.6363636363636,4136.73909090909
DS11-13016,94.535,32.4,4080.672
DS11-13017,112.796363636364,32.7272727272727,3867.50090909091
DS11-13018,92.9672727272727,29.0909090909091,4319.79454545455
DS11-13019,101.634545454545,30.8181818181818,3994.72363636364
DS11-13020,98.34,33,4328.87909090909
DS11-13021,89.0872727272727,35.6363636363636,4135.00454545455
DS11-13022,104.544,34.2,4041.113
DS11-13023,95.7545454545455,33.5454545454545,4246.84454545455
DS11-13024,115.695454545455,35,3971.07181818182
DS11-13026,102.26,32.4545454545455,4429.48090909091
DS11-13027,99.94,30,4247.55181818182
DS11-13028,96.45,33.4545454545455,4235.19909090909
DS11-13029,98.3509090909091,35.0909090909091,4114.04090909091
DS11-13030,100.649090909091,31.9090909090909,4194.54181818182
DS11-13032,109.530909090909,31.5454545454545,4048.52818181818
DS11-13033,111.139090909091,34.0909090909091,4222.88272727273
DS11-13035,109.029090909091,33.8181818181818,4348.82454545455
DS11-13037,96.6890909090909,32.1818181818182,4028.58818181818
DS11-13038,99.6663636363636,31.3636363636364,4077.67
DS11-13040,107.88,36.1818181818182,4128.50636363636
DS11-13043,92.651,34.4,4145.583
DS11-13044,101.406363636364,29.9090909090909,4562.91909090909
DS11-13045,101.376363636364,27.0909090909091,4170.11636363636
DS11-13047,102.028,30.7,4231.68
DS11-13048,103.403636363636,29,3916.36
DS11-13050,109.445555555556,34.8888888888889,4029.3
DS11-13051,98.029,32.7,3880.751
DS11-13052,99.5977777777778,29.5555555555556,4047.35333333333
DS11-13053,95.3088888888889,32.6666666666667,4236.06888888889
DS11-13054,88.0345,29.2,3859.597
DS11-13055,98.1044444444444,34,3675.02555555556
DS11-13056,88.64,34.9,3945.559
DS11-13058,86.032,29.1,3931.998
DS11-13060,109.707,34.8,4222.289
DS11-13061,88.68,35.5555555555556,3993.33333333333
DS11-13062,99.157,31.5,4036.585
DS11-13063,103.637,34.4,4022.896
DS11-13064,103.779,34.2,4110.908
DS11-13065,101.7,33.9,4237.885
DS11-13066,97.521,34.7,4009.697
DS11-13067,97.379,30.7,4087.886
DS11-13068,95.14,31.8,3972.442
DS11-13070,93.3066666666667,29.7777777777778,4325.73333333333
DS11-13071,102.102,33,4147.641
DS11-13072,108.268,32,3747.304
DS11-13073,93.997,30.1,4053.537
DS11-13074,110.478,34.1,3947.333
DS11-13076,105.996666666667,33.4444444444444,3948.76444444444
DS11-13078,103.387777777778,32.7777777777778,4050.32
DS11-13080,89.325,34,4364.144
DS11-13082,100.967,32.3,3808.359
DS11-13083,86.1855555555556,28.1111111111111,4348.15333333333
DS11-13084,97.654,36.8,4405.374
DS11-13085,96.201,33.3,3863.361
DS11-13086,84.49,28.8,3889.493
DS11-13087,90.982,28.3,3768.239
DS11-13088,105.95,30.1,3993.417
DS11-13089,89.688,32.9,4246.481
DS11-13090,97.16,34.6,4059.718
DS11-13100,94.3077777777778,30.5555555555556,3887.8
DS11-13103,97.7733333333333,34.4444444444444,3399.33333333333
DS11-13104,83.2811111111111,30.3333333333333,4020.91111111111
DS11-13105,98.5733333333333,32.2222222222222,3377.22222222222
DS11-13106,91.8133333333333,32,3390.15555555556
DS11-13107,102.833333333333,31.6666666666667,3656.38888888889
DS11-13109,84.2955555555556,32.5555555555556,3831.4
DS11-13111,88.8144444444444,28.3333333333333,3457.8
DS11-13112,94.2022222222222,30,3580.73333333333
DS11-13114,96.5033333333333,33.7777777777778,3676.73333333333
DS11-13115,101.766666666667,33.7777777777778,3679.96666666667
DS11-13116,101.887777777778,33.5555555555556,3757.51111111111
DS11-13117,86.3988888888889,27.4444444444444,3345.51111111111
DS11-13118,97.1433333333333,36.4444444444444,3579.96666666667
DS11-13119,96.1255555555556,34.6666666666667,3428.8
DS11-13120,104.788888888889,32,3594.21111111111
DS11-13121,100.021111111111,35.2222222222222,3645.25555555556
DS11-13122,85.7755555555556,28.1111111111111,3568.24444444444
DS11-13123,98.0811111111111,33.7777777777778,3822.14444444444
DS11-13124,104.152222222222,29,3434.43333333333
DS11-13125,100.031111111111,30,3936.32222222222
DS11-13126,82.5588888888889,33.3333333333333,3310.65555555556
DS11-13127,80.1766666666667,32.4444444444444,3771.92222222222
DS11-13128,101.672222222222,26.5555555555556,3656.87777777778
DS11-13130,93.6444444444444,32.2222222222222,3908.64444444444
DS11-13131,99.2333333333333,29.6666666666667,3644.96666666667
DS11-13132,105.136666666667,35.8888888888889,3797.93333333333
DS11-13133,103.436666666667,31.6666666666667,3439.17777777778
DS11-13134,96.6411111111111,36.3333333333333,3734.54444444444
DS11-13135,98.2755555555556,32.1111111111111,3673.4
DS11-13137,74.2866666666667,31.5555555555556,3337.35555555556
DS11-13138,101.267777777778,34.7777777777778,3813.61111111111
DS11-13139,108.642222222222,35.4444444444444,3876.05555555556
DS11-13141,96.0833333333333,30.4444444444444,3936.74444444444
DS11-13144,96.7422222222222,31.3333333333333,3698.37777777778
DS11-13145,89.9071428571429,36.2857142857143,3996.82857142857
DS11-13146,93.3075,33.75,3967.975
DS11-13147,99.14,31.8571428571429,4070.02857142857
DS11-13148,99.8228571428571,35.1428571428571,4091.11428571429
DS11-13149,108.471666666667,36.3333333333333,4385.36666666667
DS11-13155,114.663333333333,36.8333333333333,4044.26666666667
DS11-13156,105.261428571429,34.5714285714286,3930.95714285714
DS11-13157,97.4728571428572,33,4245.32857142857
DS11-13158,88.6283333333333,32.3333333333333,4284.95
DS11-13159,93.0728571428571,35.8571428571429,3957.25714285714
DS11-13160,85.2966666666667,34.1666666666667,4296.85
DS11-13163,103.442857142857,36.2857142857143,4406.64285714286
DS11-13165,112.708571428571,37.1428571428571,4270.12857142857
DS11-13166,102.987142857143,32.8571428571429,4148.95714285714
DS11-13168,100.781428571429,36.7142857142857,3913.62857142857
DS11-13170,95.3383333333333,34.5,4243.48333333333
DS11-13171,95.1142857142857,32.8571428571429,3997.72857142857
DS11-13172,85.9714285714286,31.5714285714286,4104.55714285714
DS11-13173,96.3342857142857,32.7142857142857,4286.71428571429
DS11-13174,109.593333333333,35.6666666666667,3827.13333333333
DS11-13175,107.864285714286,37.7142857142857,4639.11428571429
DS11-13176,103.384285714286,32.8571428571429,3791.68571428571
DS11-13177,98.9114285714286,34.7142857142857,4318.27142857143
DS11-13178,101.481428571429,34.1428571428571,3945.31428571429
DS11-13179,90.2328571428571,32.7142857142857,4075.15714285714
DS11-13181,110,37.2857142857143,3601.45714285714
DS11-13182,86.0557142857143,32.1428571428571,4375.78571428571
DS11-13183,99.0385714285714,29.7142857142857,4182.8
DS11-13184,104.017142857143,34.7142857142857,3882.31428571429
DS11-13185,93.62,32.7142857142857,4340.82857142857
DS11-13186,100.116666666667,32.6666666666667,4147.31666666667
DS11-13187,105.375,33.5,3993.58333333333
DS11-13188,98.8742857142857,33.8571428571429,4038.85714285714
DS11-13189,87.7271428571429,31.7142857142857,3822.74285714286
DS11-13190,104.831428571429,30.8571428571429,3513.87142857143
DS11-14001,103.78,34.4545454545455,3747.77545454545
DS11-14002,107.592727272727,34.7272727272727,3499.55363636364
DS11-14003,110.528,35.6,3758.502
DS11-14004,100.096363636364,36.3636363636364,3983.09090909091
DS11-14006,101.022727272727,37,3699.00909090909
DS11-14009,106.039,33.7,4143.329
DS11-14010,108.877777777778,33.6666666666667,3881.90888888889
DS11-14012,106.387272727273,32,3783.86727272727
DS11-14013,111.281818181818,37.2727272727273,3878.09181818182
DS11-14014,110.997272727273,36.2727272727273,4158.76363636364
DS11-14015,104.588,34.8,4196.958
DS11-14017,110.738888888889,34.7777777777778,3908.55333333333
DS11-14018,99.6881818181818,32.8181818181818,4080.77727272727
DS11-14025,103.318181818182,34.4545454545455,3968.32363636364
DS11-14027,108.142727272727,31.7272727272727,4135.45454545455
DS11-14028,106.340909090909,36.4545454545455,4020.58636363636
DS11-14033,100.391818181818,32.7272727272727,3865.66636363636
DS11-14034,104.523636363636,34.9090909090909,4230.29545454545
DS11-14035,103.064,32.6,4040.138
DS11-14036,111.216,32,3736.447
DS11-14037,95.093,35.2,4088.406
DS11-14040,110.395454545455,32.4545454545455,3965.49454545455
DS11-14041,101.997272727273,35.9090909090909,4274.73454545455
DS11-14042,111.585,33.7,4440.41
DS11-14043,97.51,33.9090909090909,4150.39272727273
DS11-14049,107.410952380952,34.4761904761905,3904.78047619048
DS11-14051,95.7090909090909,29.9090909090909,3831.76
DS11-14052,108.693636363636,35.2727272727273,3851.97454545455
DS11-14053,95.66,29.7272727272727,3986.06818181818
DS11-14054,103.157272727273,33.0909090909091,3841.69454545455
DS11-14055,107.616363636364,33.2727272727273,3782.53181818182
DS11-14056,105.030909090909,35.2727272727273,3627.71
DS11-14057,101.21,29.8,3475.119
DS11-14060,102.287272727273,35.6363636363636,4002.75545454545
DS11-14061,98.274,29.5,3651.564
DS11-14063,92.29,31,4065.782
DS11-14064,106.204,33.5,3821.268
DS11-14065,101.219,32.4,3882.996
DS11-14069,98.977,31.8,3672.09
DS11-14070,99.213,32.4,3130.513
DS11-14071,104.621,30.1,3812.102
DS11-14072,108.245,30.4,3668.094
DS11-14073,103.812,34.2,3717.956
DS11-14074,106.65,34.5,4031.08
DS11-14075,89.449,29.4,4123.217
DS11-14076,103.401,30.2,3745.766
DS11-14077,100.087,32.2,3721.457
DS11-14080,96.082,33.7,4119.125
DS11-14081,96.948,32.5,3498.435
DS11-14082,102.527,31.8,3561.363
DS11-14083,105.507,36.3,4031.748
DS11-14084,104.795,34.1,3620.788
DS11-14085,102.229,31.7,3653.713
DS11-14086,97.887,28.3,3561.327
DS11-14087,98.07,33.1,3644.354
DS11-14088,107.554,31.3,3837.157
DS11-14089,98.498,30.8,3848.029
DS11-14090,102.875,30.1,3599.407
DS11-14092,102.291,34.3,3656.202
DS11-14093,109.99,32.4,3906.036
DS11-14094,103.395,33.2,3900.813
DS11-14095,102.713,31.3,3687.21
DS11-14096,94.086,29.1,3605.157
DS11-14097,86.433,25.7,3349.649
DS11-14098,99.641,32.6,3554.637
DS11-14099,101.886,31.8,3659.356
DS11-14100,107.893,33.8,3210.068
DS11-14101,96.995,34.1,3656.254
DS11-14102,102.486,30.9,3663.458
DS11-14108,107.493333333333,34,3883.6
DS11-14110,102.111111111111,32.4444444444444,3962.75555555556
DS11-14111,109.515,36.375,4371.8125
DS11-14112,105.524444444444,33.1111111111111,4144.87777777778
DS11-14113,105.806666666667,34.1111111111111,4101.45555555556
DS11-14116,106.541111111111,35,3499.25555555556
DS11-14118,104.398888888889,34.8888888888889,3655.28888888889
DS11-14120,101.267777777778,34,4286.9
DS11-14121,115.365555555556,36.6666666666667,4306.58888888889
DS11-14122,99.2066666666667,32.1111111111111,4036.27777777778
DS11-14123,104.457777777778,34.7777777777778,4236.83333333333
DS11-14125,114.542222222222,34.4444444444444,4030.56666666667
DS11-14126,110.24,34.4444444444444,3919.73333333333
DS11-14127,108.182222222222,34.8888888888889,4515.92222222222
DS11-14129,105.697777777778,33.2222222222222,4024.36666666667
DS11-14130,111.533333333333,34.5555555555556,3788.41111111111
DS11-14133,111.6675,37.875,4351.775
DS11-14135,107.372222222222,33.2222222222222,3991.23333333333
DS11-14137,113.095555555556,38,3986.66666666667
DS11-14138,102.347777777778,36.2222222222222,3810.51111111111
DS11-14139,107.78,37.375,3558.6125
DS11-14140,111.526666666667,36.6666666666667,4172.23333333333
DS11-14141,98.2388888888889,31.6666666666667,3767.88888888889
DS11-14142,99.7744444444444,31.1111111111111,4047.26666666667
DS11-14143,102.905555555556,35.4444444444444,4025.62222222222
DS11-14144,109.42,35.1111111111111,4011
DS11-14146,109.2675,34.25,4164.4
DS11-14149,113.873333333333,34.8888888888889,3946.23333333333
DS11-14150,113.195,37,3436.2875
DS11-14151,117.275555555556,35.5555555555556,3847.25555555556
DS11-14152,114.125555555556,36.7777777777778,3758.64444444444
DS11-14156,104.897777777778,36.6666666666667,4149.87777777778
DS11-14160,124.96875,39.75,4038.0875
DS11-14161,112.405,34.25,3669.4375
DS11-14162,106.561111111111,33.3333333333333,4002.5
DS11-14164,103.49,37,3583.6
DS11-14166,106.95,32.9166666666667,3896.25
DS11-14167,119,32.5714285714286,3631.9
DS11-14168,106.025714285714,34.1428571428571,4336
DS11-14170,118.948571428571,37.4285714285714,4076.8
DS11-14171,100.01,33.6666666666667,4077.21666666667
DS11-14174,96.1,33.3333333333333,4014.03333333333
DS11-14176,108.3,36.8571428571429,4169.37142857143
DS11-14178,118.54,37.2857142857143,3826.74285714286
DS11-14179,103.485714285714,35.8571428571429,4200.64285714286
DS11-14182,111.941666666667,35.1666666666667,4331.78333333333
DS11-14183,114.894285714286,37.4285714285714,4198.82857142857
DS11-14184,116.258333333333,37.5,3587.91666666667
DS11-14185,113.423333333333,34.3333333333333,3784.53333333333
DS11-14186,114.447142857143,37.2857142857143,3735.54285714286
DS11-14187,106.186666666667,33.3333333333333,4165.53333333333
DS11-14188,119.083333333333,37.3333333333333,4238.21666666667
DS11-14189,98.1633333333333,34,4311.31666666667
DS11-14190,107.531428571429,36.5714285714286,3880.62857142857
DS11-14191,104.228571428571,36.5714285714286,3942.78571428571
DS11-14192,109.455,36.1666666666667,4099.73333333333
DS11-14194,117.43,36.4285714285714,3638.84285714286
DS11-14196,105.392857142857,35.7142857142857,3850.05714285714
DS11-14199,107,38.7142857142857,4599.24285714286
DS11-14200,113.831428571429,34.8571428571429,3602.94285714286
DS11-14201,116.911428571429,39.1428571428571,3900.17142857143
DS11-14202,108.466666666667,35.5,4012.73333333333
DS11-14204,108.287142857143,35.4285714285714,4250.67142857143
DS11-14206,105.135714285714,38.4285714285714,4081.77142857143
DS11-14207,113.734285714286,37,3999.04285714286
DS11-14209,111.38,35.6666666666667,4111.61666666667
DS11-14210,113.21,36.7142857142857,4030.57142857143
DS11-14214,107.451428571429,32,4351.68571428571
DS11-15001,117.755,32.3,4128.829
DS11-15002,112.428888888889,31,3563.39444444444
DS11-15003,106.626,30.3,4063.89
DS11-15004,123.269,31.9,4093.74
DS11-15005,120.05,34.5,4187.565
DS11-15006,115.194,34.8,4178.408
DS11-15007,103.522,32.7,4092.127
DS11-15012,112.491111111111,33.5555555555556,4799.44666666667
DS11-15013,104.786,33.9,4029.121
DS11-15016,109.592,35.2,3952.752
DS11-15018,115.767,34.5,4062.885
DS11-15019,111.842,32.4,4128.927
DS11-15020,123.987,36.2,3765.8
DS11-15021,129.852,37.6,3885.737
DS11-15022,130.96,35.8,4013.603
DS11-15023,110.566,28.4,3914.324
DS11-15024,118.629,31,3833.724
DS11-15025,110.1,34,3989.953
DS11-15027,121.851,33.2,4064.972
DS11-15028,94.671,28.7,3798.977
DS11-15030,119.811,34,3861.214
DS11-15031,93.3922222222222,30.6666666666667,3956.63111111111
DS11-15032,110.626666666667,36.1111111111111,3769.68777777778
DS11-15033,102.429,31,4301.708
DS11-15034,121.5,34.8,4002.55
DS11-15035,114.075,26.2,3690.289
DS11-15036,111.195,32.9,4275.005
DS11-15037,102.778,37.2,4234.43
DS11-15039,102.043,28,3977.496
DS11-15040,88.749,31.6,3985.693
DS11-15041,135.171111111111,36.6666666666667,3810.15222222222
DS11-15043,107.164,33,4044.304
DS11-15044,127.927,31.8,3902.043
DS11-15045,127.786666666667,34.2222222222222,3789.88111111111
DS11-15046,118.198,29,3971.941
DS11-15047,117.06,34.1818181818182,3800.57181818182
DS11-15049,121.737272727273,37.0909090909091,4201.50909090909
DS11-15050,86.8727272727273,32.9090909090909,3933.56545454545
DS11-15051,94.5890909090909,33,3894.28090909091
DS11-15052,120.093333333333,36.0833333333333,4012.37083333333
DS11-15053,116.337272727273,38.8181818181818,3943.58909090909
DS11-15059,113.549166666667,30.6666666666667,4175.0875
DS11-15060,99.6127272727273,33.6363636363636,3832.32545454545
DS11-15062,105.74,29.4545454545455,3649.62454545455
DS11-15063,113.845454545455,34.9090909090909,4165.89636363636
DS11-15065,108.781666666667,31.5,3778.49833333333
DS11-15068,111.616666666667,30.6666666666667,3947.9075
DS11-15069,108.365454545455,35.4545454545455,4083.00818181818
DS11-15070,114.100909090909,34.5454545454545,3775.86454545455
DS11-15071,102.056363636364,29.6363636363636,3804.30090909091
DS11-15072,107.458181818182,30.2727272727273,3955.91272727273
DS11-15073,113.91,31.8181818181818,3956.72363636364
DS11-15075,106.846666666667,32.5555555555556,4064.63222222222
DS11-15077,119.940909090909,33.8181818181818,3884.41272727273
